,title,year,make,model_trim,vehicle_type,model,trim,vehicle_mileage,price,exterior_color,interior_color,transmission,engine,drivetrain,vin,dealership_name,dealership_address,dealership_zipcode,dealership_city,dealership_state,inventory_url,scraped_date
286,2016 Porsche Cayenne Hybrid S E-Hybrid,2016,,,SUV,Cayenne Hybrid,S E-Hybrid,53857,46995.0,White,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WP1AE2A25GLA58310,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
287,2010 Porsche Panamera 4S,2010,,,Sedan,Panamera,4S,60646,36995.0,Black,Black,Automatic,4.8L 8 Cylinder Engine,All Wheel Drive,WP0AB2A74AL062359,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
288,2011 Porsche Panamera 4,2011,,,Sedan,Panamera,4,97478,28995.0,Carrara White,Beige,Automatic,3.6L V6 Cylinder Engine,All Wheel Drive,WP0AA2A73BL019975,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
289,2013 Porsche Panamera Turbo,2013,,,Sedan,Panamera,Turbo,60867,53995.0,Agate Grey Metallic,Agate Grey/Cream,Automatic,4.8L 8 Cylinder Engine,All Wheel Drive,WP0AC2A78DL090151,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
290,2016 Porsche Panamera Hybrid S E-Hybrid,2016,,,Sedan,Panamera Hybrid,S E-Hybrid,60283,54995.0,Carrara White Metallic,Black,Automatic,3.0L V6 Cylinder Engine,Rear Wheel Drive,WP0AD2A78GL041064,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
291,2014 RAM 1500 Sport,2014,Ram,RAM 1500 Sport,Truck,1500,Sport,86612,27495.0,WHITE,Black,Automatic,5.7L 8 Cylinder Engine,Four Wheel Drive,1C6RR7UT5ES256289,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
292,2017 RAM 1500 Big Horn,2017,Ram,RAM 1500 Big Horn,Truck,1500,Big Horn,71067,30888.0,Black Clearcoat,Diesel Gray/Black,Automatic,5.7L 8 Cylinder Engine,Four Wheel Drive,1C6RR7LT0HS597346,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
293,2011 Rolls-Royce Ghost 4dr Sdn,2011,,,Sedan,Ghost,4dr Sdn,72024,121995.0,English White,Creme Light,8 Speed Automatic,6.6L 12 Cyl.,RWD,SCA664S5XBUX49495,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
294,2012 Rolls-Royce Ghost 4dr Sdn EWB,2012,,,Sedan,Ghost,4dr Sdn EWB,55070,131995.0,Diamond Black Metallic,Black,8 Speed Automatic,6.6L 12 Cyl.,RWD,SCA664L53CUX65523,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
295,2013 Rolls-Royce Ghost 4dr Sdn,2013,,,Sedan,Ghost,4dr Sdn,48797,149995.0,English White,Creme Light,8 Speed Automatic,6.6L 12 Cyl.,RWD,SCA664S57DUX51885,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
296,1987 Rolls-Royce Silver Spur ,1987,,,Sedan,Silver Spur,,27481,49995.0,WHITE,White,Automatic,6.8L V8 OHV 16V TURBO,2WD,SCAZN02A2HCX21307,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
297,2016 Toyota Tacoma SR,2016,Toyota,Tacoma SR,Truck,Tacoma,SR,24281,31995.0,Black,Gray,Automatic,2.7L 4 Cylinder Engine,Four Wheel Drive,5TFSX5EN7GX046464,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
298,2018 Toyota Tacoma TRD Sport,2018,Toyota,Tacoma TRD Sport,Truck,Tacoma,TRD Sport,37000,38888.0,Magnetic Gray Metallic,Black w/Gun Metal,Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,3TMCZ5AN8JM169515,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
299,2013 Toyota Venza LE,2013,Toyota,Venza LE,Wagon,Venza,LE,99695,16995.0,Attitude Black,Black,Automatic,2.7L 4 Cylinder Engine,All Wheel Drive,4T3BA3BB2DU039714,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:41.597728
300,2013 Volkswagen Beetle 2.0L TDI w/Sound/Nav,2013,Volkswagen,Beetle 2.0L TDI w/Sound/Nav,Convertible,Beetle,2.0L TDI w/Sound/Nav,68885,22995.0,Candy White,Black,6 Speed Automatic,2.0L 4 Cylinder Engine,Front Wheel Drive,3VW5L7AT5DM833386,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:42.293532
301,2017 Volkswagen Golf GTI Autobahn,2017,Volkswagen,Golf GTI Autobahn,Hatchback,Golf GTI,Autobahn,72712,22995.0,Reflex Silver Metallic,Titan Black w/Red Piping,Automatic,2.0L 4 Cylinder Engine,Front Wheel Drive,3VW4T7AU7HM015930,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:42.293532
302,2014 Volkswagen Jetta SportWagen TDI,2014,Volkswagen,Jetta SportWagen TDI,Wagon,Jetta SportWagen,TDI,68878,17495.0,Toffee Brown Metallic,Cornsilk Beige,Automatic,2.0L 4 Cylinder Engine,Front Wheel Drive,3VWPL7AJ9EM612057,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:42.293532
