,title,year,make,model_trim,vehicle_type,model,trim,vehicle_mileage,price,exterior_color,interior_color,transmission,engine,drivetrain,vin,dealership_name,dealership_address,dealership_zipcode,dealership_city,dealership_state,inventory_url,scraped_date
0,2013 Acura RDX Tech Pkg,2013,Acura,RDX Tech Pkg,SUV,RDX,Tech Pkg,120771,15995.0,Graphite Luster Metallic,Black,Automatic,3.5L V6 Cylinder Engine,All Wheel Drive,5J8TB4H55DL003514,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
1,2007 Aston Martin V8 Vantage 2dr Conv Sportshift,2007,Aston Martin,V8 tage 2dr Conv Sportshift,Convertible,V8 Vantage,2dr Conv Sportshift,35137,47995.0,Standard Paint,Standard Interior,Automatic,4.3L 8 Cylinder Engine,Rear Wheel Drive,SCFBF04B47GD06725,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
2,2015 Audi A3 1.8T Premium,2015,Audi,A3 1.8T Premium,Sedan,A3,1.8T Premium,64060,19495.0,Brilliant Black,Black,Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,WAUACGFF3F1141158,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
3,2015 Audi A3 1.8T Premium,2015,Audi,A3 1.8T Premium,Sedan,A3,1.8T Premium,52410,19995.0,Florett Silver Metallic,Black,Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,WAUACGFF0F1134555,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
4,2014 Audi A4 Premium,2014,Audi,A4 Premium,Sedan,A4,Premium,72622,16450.0,Brilliant Red,Beige/Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUBFAFL6EA071135,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
5,2015 Audi A4 Premium,2015,Audi,A4 Premium,Sedan,A4,Premium,82029,18490.0,Ibis White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUBFAFL9FN014552,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
6,2010 Audi A5 2.0L Premium Plus,2010,Audi,A5 2.0L Premium Plus,Coupe,A5,2.0L Premium Plus,63115,18495.0,Ibis White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAULFAFR7AA017510,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
7,2013 Audi A5 Premium Plus,2013,Audi,A5 Premium Plus,Convertible,A5,Premium Plus,73192,22995.0,Brilliant Black,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAULFAFH5DN009183,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
8,2014 Audi A5 Premium,2014,Audi,A5 Premium,Convertible,A5,Premium,38071,24990.0,Brilliant Black/Black Roof,Black,CVT Transmission,2.0L 4 Cylinder Engine,Front Wheel Drive,WAUAFAFH6EN005975,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
9,2015 Audi A5 Premium Plus,2015,Audi,A5 Premium Plus,Coupe,A5,Premium Plus,64128,24750.0,Brilliant Red,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUMFAFR9FA049838,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
10,2016 Audi A5 Premium Plus,2016,Audi,A5 Premium Plus,Coupe,A5,Premium Plus,54322,28995.0,Ibis White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUM2AFR2GA024244,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
11,2016 Audi A5 Premium Plus,2016,Audi,A5 Premium Plus,Coupe,A5,Premium Plus,54956,29995.0,Brilliant Black,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUM2AFR1GA028897,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
12,2016 Audi A5 Premium,2016,Audi,A5 Premium,Coupe,A5,Premium,59756,25995.0,Brilliant Black,Beige/Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUD2AFR4GA019644,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
13,2007 Audi A6 3.2L,2007,Audi,A6 3.2L,Sedan,A6,3.2L,197017,,GRAY,,6 Speed Automatic,3.2 V6 Cylinder Engine,All Wheel Drive,WAUDH74F27N083698,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
14,2014 Audi A6 2.0T Premium Plus,2014,Audi,A6 2.0T Premium Plus,Sedan,A6,2.0T Premium Plus,87541,19995.0,Brilliant Black,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUGFAFC1EN030829,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
15,2018 Audi A6 Premium,2018,Audi,A6 Premium,Sedan,A6,Premium,69603,28450.0,Brilliant Black,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUF8AFC6JN018966,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
16,2016 Audi A7 3.0 Premium Plus,2016,Audi,A7 3.0 Premium Plus,Hatchback,A7,3.0 Premium Plus,59964,41995.0,Black,Tan,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WAUWGAFC2GN023206,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
17,2014 Audi A8 4.0T,2014,Audi,A8 4.0T,Sedan,A8,4.0T,86457,28495.0,Moonlight Blue Metallic,Silk Beige,Automatic,4.0L 8 Cylinder Engine,All Wheel Drive,WAUR2AFD2EN004401,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
18,2015 Audi A8 4.0T,2015,Audi,A8 4.0T,Sedan,A8,4.0T,60048,37495.0,Monsoon Gray Metallic,Black,Automatic,4.0L 8 Cylinder Engine,All Wheel Drive,WAU32AFD4FN041084,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
19,2012 Audi Q5 2.0T Premium Plus,2012,Audi,Q5 2.0T Premium Plus,SUV,Q5,2.0T Premium Plus,77966,18995.0,Brilliant Black,Gray,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WA1LFAFPXCA122069,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
20,2013 Audi Q5 Premium Plus,2013,Audi,Q5 Premium Plus,SUV,Q5,Premium Plus,72603,21995.0,Moonlight Blue Metallic,Beige,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WA1LFAFP9DA058866,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
21,2014 Audi Q5 Premium Plus,2014,Audi,Q5 Premium Plus,SUV,Q5,Premium Plus,99537,18950.0,Lava Gray Pearl Effect,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WA1LFAFP6EA054713,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
22,2015 Audi Q5 Premium,2015,Audi,Q5 Premium,SUV,Q5,Premium,70017,24888.0,Ibis White,Chestnut Brown,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WA1CFAFPXFA112193,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
23,2018 Audi Q5 Premium,2018,Audi,Q5 Premium,SUV,Q5,Premium,74750,27995.0,Brilliant Black,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WA1ANAFY0J2141269,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
24,2018 Audi Q5 Premium,2018,Audi,Q5 Premium,SUV,Q5,Premium,44200,35750.0,Navarra Blue Metallic,Nougat Brown,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WA1ANAFY4J2215891,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:29.058896
25,2012 Audi Q7 3.0T Premium Plus,2012,Audi,Q7 3.0T Premium Plus,SUV,Q7,3.0T Premium Plus,97949,16995.0,Graphite Gray Metallic,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WA1LGAFE1CD010464,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
26,2014 Audi Q7 3.0T S line Prestige,2014,Audi,Q7 3.0T S line Prestige,SUV,Q7,3.0T S line Prestige,83843,24888.0,Mugello Blue Pearl Effect,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WA1DGAFE5ED016016,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
27,2009 Audi R8 4.2L,2009,Audi,R8 4.2L,Coupe,R8,4.2L,21286,86995.0,Phantom Black Pearl,Black,Automatic,4.2L 8 Cylinder Engine,All Wheel Drive,WUAAU34289N001437,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
28,2014 Audi RS5 2dr Cpe,2014,Audi,RS5 2dr Cpe,Coupe,RS5,2dr Cpe,79796,41995.0,Phantom Black Pearl Effect,Black,Automatic,4.2L 8 Cylinder Engine,All Wheel Drive,WUAC6AFR8EA901225,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
29,2016 Audi S3 Premium Plus,2016,Audi,S3 Premium Plus,Sedan,S3,Premium Plus,73109,29495.0,Ibis White,Black w/Dark Silver Sttch,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUB1GFF5G1071917,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
30,2016 Audi S3 Premium Plus,2016,Audi,S3 Premium Plus,Sedan,S3,Premium Plus,69836,29495.0,Misano Red Pearl Effect,Black w/Dark Silver Sttch,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WAUB1GFF4G1041775,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
31,2013 Audi S4 Premium Plus,2013,Audi,S4 Premium Plus,Sedan,S4,Premium Plus,68023,28995.0,Ibis White,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WAUBGAFL8DA109119,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
32,2016 Audi S4 Premium Plus,2016,Audi,S4 Premium Plus,Sedan,S4,Premium Plus,71162,31888.0,Ibis White,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WAUBGAFL0GA006734,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
33,2011 Audi S5 Prestige,2011,Audi,S5 Prestige,Convertible,S5,Prestige,79767,21950.0,Brilliant Black,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WAUVGAFH1BN011063,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
34,2013 Audi S5 Prestige,2013,Audi,S5 Prestige,Convertible,S5,Prestige,105629,19995.0,Brilliant Black,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WAUVGAFH2DN008658,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
35,2016 Audi S5 Premium Plus,2016,Audi,S5 Premium Plus,Coupe,S5,Premium Plus,44027,37995.0,Ibis White,Black/Red,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WAUC4AFRXGA022540,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
36,2013 Audi S7 Prestige,2013,Audi,S7 Prestige,Hatchback,S7,Prestige,79491,33495.0,Phantom Black Pearl,Black,Automatic,4.0L 8 Cylinder Engine,All Wheel Drive,WAU32AFC4DN100459,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
37,2013 Audi S7 Prestige,2013,Audi,S7 Prestige,Hatchback,S7,Prestige,43831,38495.0,Estoril Blue Crystal,Black,Automatic,4.0L 8 Cylinder Engine,All Wheel Drive,WAU32BFC6DN098669,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
38,2015 Audi SQ5 Premium Plus,2015,Audi,SQ5 Premium Plus,SUV,SQ5,Premium Plus,81291,32995.0,Brilliant Black,Black/Magma Red,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WA1CGAFP0FA012651,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
39,2016 Audi SQ5 Premium Plus,2016,Audi,SQ5 Premium Plus,SUV,SQ5,Premium Plus,64070,34995.0,Ibis White,Black,Automatic,3.0L V6 Cylinder Engine,All Wheel Drive,WA1CCAFP1GA029083,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
40,2010 Audi TT 2.0T Prestige,2010,Audi,TT 2.0T Prestige,Convertible,TT,2.0T Prestige,85224,19750.0,Brilliant Red,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,TRU4FAFK0A1014545,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
41,2008 BMW 1-Series 135i,2008,BMW,1-Series 135i,Convertible,1-Series,135i,50656,19995.0,Titanium Silver Metallic,Black,6 Speed Automatic,3.0L I6,RWD,WBAUN93588VK40021,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
42,2015 BMW 2-Series 228i xDrive,2015,BMW,2-Series 228i xDrive,Convertible,2-Series,228i xDrive,71977,27995.0,Moonlight Silver Metallic,Coral Red/Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA1K7C50FV235053,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
43,2016 BMW 2-Series 228i xDrive,2016,BMW,2-Series 228i xDrive,Convertible,2-Series,228i xDrive,72691,28995.0,Alpine White,Pearl White,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA1L9C57GV324497,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
44,2013 BMW 3 Series 335i,2013,BMW,3 Series 335i,Sedan,3 Series,335i,76416,26995.0,Estoril Blue,Black,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBA3A9C56DF475593,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
45,2008 BMW 3-Series 328i,2008,BMW,3-Series 328i,Sedan,3-Series,328i,59129,13995.0,Alpine White,Beige,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBAVA37598NL58828,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
46,2010 BMW 3-Series 335i,2010,BMW,3-Series 335i,Convertible,3-Series,335i,61624,21995.0,Atlantic Blue Metallic,Brown,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBAWL7C56AP474932,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
47,2010 BMW 3-Series 335i,2010,BMW,3-Series 335i,Sedan,3-Series,335i,68202,18995.0,Alpine White,Chestnut Brown,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBAPM7G53ANL89361,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
48,2011 BMW 3-Series 335i,2011,BMW,3-Series 335i,Convertible,3-Series,335i,87903,17995.0,Blue Water Metallic,Cream Beige,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBADX7C53BE580750,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
49,2011 BMW 3-Series 328i xDrive,2011,BMW,3-Series 328i xDrive,Sedan,3-Series,328i xDrive,84160,13450.0,Space Gray Metallic,Black,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,WBAPK5G59BNN80472,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.022125
50,2011 BMW 3-Series 328i,2011,BMW,3-Series 328i,Convertible,3-Series,328i,68577,17990.0,Alpine White,Black,Automatic,3.0L Straight 6 Cylinder Engine,Rear Wheel Drive,WBADW7C56BE544943,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
51,2012 BMW 3-Series 328i,2012,BMW,3-Series 328i,Sedan,3-Series,328i,93675,12995.0,Black Sapphire Metallic,Beige,Automatic,2.0L 4 Cylinder Engine,Rear Wheel Drive,WBA3A5C57CF340369,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
52,2012 BMW 3-Series 335i xDrive,2012,BMW,3-Series 335i xDrive,Coupe,3-Series,335i xDrive,98610,17995.0,Alpine White,Cream Beige,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,WBAKF9C50CE859077,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
53,2013 BMW 3-Series 335i xDrive,2013,BMW,3-Series 335i xDrive,Sedan,3-Series,335i xDrive,69596,23450.0,Alpine White,Coral Red w/Black Highlight,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,WBA3B9C5XDF585494,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
54,2014 BMW 3-Series 320i xDrive,2014,BMW,3-Series 320i xDrive,Sedan,3-Series,320i xDrive,77675,17888.0,Glacier Silver Metallic,Black,8 Speed Automatic,2.0L 4 Cyl.,AWD,WBA3C3G5XENS71260,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
55,2014 BMW 3-Series 320i xDrive,2014,BMW,3-Series 320i xDrive,Sedan,3-Series,320i xDrive,56776,19995.0,Alpine White,Beige,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA3C3G58ENS67336,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
56,2014 BMW 3-Series 320i xDrive,2014,BMW,3-Series 320i xDrive,Sedan,3-Series,320i xDrive,72324,17995.0,Jet Black,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA3C3C51EP661500,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
57,2014 BMW 3-Series 328i xDrive,2014,BMW,3-Series 328i xDrive,Sedan,3-Series,328i xDrive,88597,17495.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA3B5G5XENS10733,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
58,2015 BMW 3-Series 328i xDrive,2015,BMW,3-Series 328i xDrive,Sedan,3-Series,328i xDrive,51692,23995.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA3B5G58FNS14622,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
59,2017 BMW 3-Series 320i xDrive,2017,BMW,3-Series 320i xDrive,Sedan,3-Series,320i xDrive,82134,21995.0,Alpine White,Venetian Beige/Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA8E5G54HNU22433,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
60,2018 BMW 3-Series Gran Turismo 330i xDrive,2018,BMW,3-Series Gran Turismo 330i xDrive,Hatchback,3-Series Gran Turismo,330i xDrive,61934,28888.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA8Z9C57JG828833,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
61,2014 BMW 4-Series 428i xDrive,2014,BMW,4-Series 428i xDrive,Convertible,4-Series,428i xDrive,66124,28995.0,Estoril Blue Metallic,Saddle Brown/Excl. Stitch,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA3T1C51EPS98345,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
62,2014 BMW 4-Series 428i xDrive,2014,BMW,4-Series 428i xDrive,Coupe,4-Series,428i xDrive,71893,23995.0,Mineral Gray Metallic,Black/Excl. Stitch,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA3N9C50EF722399,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
63,2017 BMW 4-Series 430i xDrive,2017,BMW,4-Series 430i xDrive,Coupe,4-Series,430i xDrive,44681,,RED,,8 Speed Automatic,2.0 4 Cylinder Engine,All Wheel Drive,WBA4R9C57HK878508,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
64,2019 BMW 4-Series Gran Coupe 430i xDrive,2019,BMW,4-Series Gran  430i xDrive,Sedan,4-Series Gran Coupe,430i xDrive,34018,37888.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA4J3C55KBL07028,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
65,2011 BMW 5-Series 550i xDrive,2011,BMW,5-Series 550i xDrive,Sedan,5-Series,550i xDrive,73904,18995.0,Dark Graphite Metallic,Beige,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,WBAFU9C55BC784698,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
66,2013 BMW 5-Series 535i xDrive,2013,BMW,5-Series 535i xDrive,Sedan,5-Series,535i xDrive,51567,22750.0,Jet Black,Black,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,WBAFU7C55DDU77517,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
67,2013 BMW 5-Series 528i,2013,BMW,5-Series 528i,Sedan,5-Series,528i,78156,19750.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,Rear Wheel Drive,WBAXG5C59DD232851,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
68,2014 BMW 5-Series 528i xDrive,2014,BMW,5-Series 528i xDrive,Sedan,5-Series,528i xDrive,67810,23750.0,Alpine White,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA5A7C55ED616700,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
69,2014 BMW 5-Series 528i xDrive,2014,BMW,5-Series 528i xDrive,Sedan,5-Series,528i xDrive,66109,22888.0,Carbon Black Metallic,Mocha Nappa/Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA5A7C52ED616475,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
70,2015 BMW 5-Series 535i xDrive,2015,BMW,5-Series 535i xDrive,Sedan,5-Series,535i xDrive,57188,24995.0,Alpine White,Black,Automatic,3.0L Straight 6 Cylinder Engine,All Wheel Drive,WBA5B3C50FD543503,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
71,2015 BMW 5-Series 550i xDrive,2015,BMW,5-Series 550i xDrive,Sedan,5-Series,550i xDrive,43518,33995.0,Jet Black,Black,Automatic,4.4L 8 Cylinder Engine,All Wheel Drive,WBAKP9C55FD693999,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
72,2015 BMW 5-Series 528i xDrive,2015,BMW,5-Series 528i xDrive,Sedan,5-Series,528i xDrive,76593,22995.0,Callisto Gray Metallic,Black,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,WBA5A7C55FD624586,Avon Auto Brokers,159 Memorial Drive,02322,Avon,MA,https://avonautobrokers.com/newandusedcars?clearall=1,2022-03-15 17:53:30.981482
